,Date,MSFT,S&P 500 Pure Value (TR),S&P 500 ESG Quality Index (USD) TR,S&P 500 Low Rate-Sensitivity Index (USD) TR,S&P 500 Quality - Lowest Quintile Index TR,Dow Jones U.S. High Momentum Total Return Index,Dow Jones U.S. Thematic Long Size Total Return Index,S&P 500 High Rate-Sensitivity 100 Index (USD) TR,S&P 500 Pure Growth (TR),S&P 500 ESG Enhanced Value Index (USD) TR,S&P 500 Low Rate-Sensitivity 100 Index (USD) TR,S&P 500 Volatility - Highest Quintile Index TR
680,2017-08-16,73.6500015258789,10883.46,295.26,11821.81,540.99,1996.76,1882.99,9409.46,11382.99,293.33,11009.74,1534.42
681,2017-08-17,72.4000015258789,10704.57,290.79,11670.61,533.04,1956.12,1849.56,9217.67,11196.87,288.6,10913.71,1504.91
682,2017-08-18,72.48999786376953,10684.13,289.93,11636.75,532.35,1957.71,1846.86,9216.12,11197.25,287.62,10877.95,1502.19
683,2017-08-21,72.1500015258789,10675.95,290.6,11667.19,533.34,1955.92,1843.9,9180.79,11196.51,288.06,10940.57,1497.35
684,2017-08-22,73.16000366210938,10777.45,293.18,11750.69,538.07,1984.32,1862.46,9295.05,11336.48,290.44,10970.37,1515.82
685,2017-08-23,72.72000122070312,10763.05,292.2,11729.66,536.67,1980.77,1859.06,9296.0,11296.24,289.8,10999.29,1513.99
686,2017-08-24,72.69000244140625,10748.55,291.27,11696.95,536.28,1981.17,1859.64,9315.65,11279.43,289.33,10936.54,1515.26
687,2017-08-25,72.81999969482422,10798.52,292.36,11737.54,537.47,1981.07,1866.57,9338.42,11260.15,290.33,10980.1,1522.23
688,2017-08-28,72.83000183105469,10771.27,292.79,11724.71,536.69,1987.85,1866.21,9322.08,11284.33,290.29,10956.6,1521.53
689,2017-08-29,73.05000305175781,10748.78,292.51,11717.79,536.81,1985.42,1869.46,9274.23,11300.5,290.11,10945.85,1517.66
690,2017-08-30,74.01000213623047,10775.54,293.7,11762.2,539.86,2005.81,1880.31,9317.17,11427.78,292.09,10975.79,1527.11
691,2017-08-31,74.7699966430664,10819.28,294.78,11818.96,543.08,2023.4,1898.82,9356.28,11515.02,293.95,10995.95,1537.44
692,2017-09-01,73.94000244140625,10891.47,295.85,11849.56,544.84,2032.04,1910.71,9445.7,11530.32,295.53,11010.61,1552.73
693,2017-09-05,73.61000061035156,10719.2,294.08,11798.91,540.78,2002.31,1891.13,9309.45,11455.7,292.68,11009.78,1543.88
694,2017-09-06,73.4000015258789,10750.84,295.27,11827.24,543.23,2001.75,1895.17,9366.13,11465.71,294.33,11022.64,1558.26
695,2017-09-07,74.33999633789062,10665.29,295.15,11849.78,544.08,1993.46,1884.93,9286.39,11508.11,294.07,11083.32,1557.18
696,2017-09-08,73.9800033569336,10726.73,295.42,11861.32,543.88,1998.53,1885.87,9284.91,11495.05,294.0,11074.98,1543.58
697,2017-09-11,74.76000213623047,10889.44,298.71,11968.42,550.14,2029.01,1904.59,9419.24,11613.51,297.41,11150.21,1558.96
698,2017-09-12,74.68000030517578,10963.77,299.85,11969.64,551.97,2039.57,1919.11,9523.5,11631.54,299.27,11071.85,1574.58
699,2017-09-13,75.20999908447266,10976.92,299.82,11957.03,552.49,2038.95,1922.48,9565.61,11617.46,299.92,11043.64,1587.38
700,2017-09-14,74.7699966430664,10924.18,299.89,11971.61,552.58,2036.03,1920.09,9538.78,11610.07,299.37,11098.78,1583.82
701,2017-09-15,75.30999755859375,10967.76,300.84,11992.83,552.12,2044.08,1928.84,9590.11,11640.98,298.92,11124.05,1587.86
702,2017-09-18,75.16000366210938,10984.83,301.66,11973.31,552.36,2059.62,1935.2,9670.6,11697.96,299.3,11053.56,1585.73
703,2017-09-19,75.44000244140625,10998.58,301.8,11934.77,553.07,2064.65,1930.47,9707.71,11686.34,298.98,10977.04,1579.63
704,2017-09-20,74.94000244140625,11022.95,301.41,11920.56,554.14,2066.32,1942.29,9779.28,11674.95,299.4,10910.19,1585.21
705,2017-09-21,74.20999908447266,11029.9,300.52,11883.77,553.93,2062.03,1933.01,9794.68,11620.47,298.75,10866.15,1581.96
706,2017-09-22,74.41000366210938,11044.53,300.92,11890.44,554.6,2064.85,1941.29,9825.44,11642.1,299.65,10829.98,1593.02
707,2017-09-25,73.26000213623047,11098.98,300.75,11919.45,552.18,2052.62,1951.43,9831.05,11531.97,300.51,10897.59,1598.73
708,2017-09-26,73.26000213623047,11126.54,300.78,11924.35,551.46,2052.63,1956.28,9858.24,11530.85,300.95,10901.82,1602.84
709,2017-09-27,73.8499984741211,11184.7,301.45,11917.29,553.91,2077.02,1974.88,9992.04,11651.22,301.64,10815.48,1617.71
710,2017-09-28,73.87000274658203,11192.9,301.85,11937.98,556.44,2086.11,1979.53,9993.92,11681.89,301.31,10856.17,1613.04
711,2017-09-29,74.48999786376953,11227.83,302.63,11969.66,558.25,2096.04,1979.85,10036.59,11764.1,302.3,10856.66,1620.21
712,2017-10-02,74.61000061035156,11311.31,304.11,12004.08,560.89,2106.56,1995.27,10093.79,11801.45,304.81,10853.07,1625.03
713,2017-10-03,74.26000213623047,11355.26,305.24,12014.97,562.25,2113.63,1998.44,10125.9,11826.67,305.72,10845.85,1627.82
714,2017-10-04,74.69000244140625,11374.51,305.63,12061.5,564.74,2117.41,1996.38,10112.14,11858.17,306.27,10916.7,1631.34
715,2017-10-05,75.97000122070312,11412.08,306.93,12099.86,568.6,2126.75,2001.82,10178.4,11911.41,307.73,10946.77,1636.72
716,2017-10-06,76.0,11386.7,306.78,12075.19,569.25,2129.43,1998.15,10149.08,11925.54,306.79,10919.21,1627.72
717,2017-10-09,76.29000091552734,11335.4,305.59,12036.91,568.64,2124.73,1991.27,10124.03,11907.2,305.6,10892.5,1619.01
718,2017-10-10,76.29000091552734,11385.67,306.72,12081.12,570.38,2129.18,1996.29,10131.35,11916.76,306.51,10960.1,1621.46
719,2017-10-11,76.41999816894531,11380.51,306.87,12097.23,572.06,2132.11,1996.04,10105.66,11944.87,306.08,10990.56,1618.73
720,2017-10-12,77.12000274658203,11356.97,306.36,12117.9,571.33,2132.86,1998.42,10063.59,11951.23,304.7,11034.78,1612.08
721,2017-10-13,77.48999786376953,11362.42,306.58,12121.1,572.4,2131.87,1998.08,10070.55,11978.02,305.6,11018.3,1614.64
722,2017-10-16,77.6500015258789,11374.93,306.74,12108.25,574.44,2139.45,1994.87,10125.25,11989.92,305.57,10980.1,1617.75
723,2017-10-17,77.58999633789062,11352.29,306.66,12120.62,573.15,2133.84,1990.11,10077.33,12006.17,305.58,11007.19,1617.76
724,2017-10-18,77.61000061035156,11384.83,308.03,12118.17,574.29,2139.3,1993.45,10116.54,12031.6,307.19,10978.86,1613.36
725,2017-10-19,77.91000366210938,11441.35,308.96,12136.52,574.54,2142.77,1994.59,10131.04,12041.55,307.61,10988.98,1613.84
726,2017-10-20,78.80999755859375,11535.75,310.39,12197.91,577.44,2160.13,2006.72,10222.02,12114.59,309.55,11005.78,1628.21
727,2017-10-23,78.83000183105469,11480.45,309.12,12161.8,574.06,2149.64,1994.02,10169.72,12061.34,308.7,10987.69,1614.48
728,2017-10-24,78.86000061035156,11518.74,309.59,12156.04,576.23,2161.48,1997.01,10229.59,12097.07,309.23,10953.07,1618.05
729,2017-10-25,78.62999725341797,11471.71,308.45,12080.82,573.01,2143.12,1981.94,10102.0,12024.62,307.14,10887.87,1595.96
730,2017-10-26,78.76000213623047,11465.42,308.92,12085.77,572.51,2154.23,1987.22,10170.69,12047.44,307.43,10858.69,1596.83
731,2017-10-27,83.80999755859375,11439.47,309.23,12103.64,578.14,2175.97,1997.61,10182.52,12158.81,308.0,10886.47,1600.62
732,2017-10-30,83.88999938964844,11394.06,307.24,12057.1,576.7,2162.86,1985.16,10136.33,12133.07,306.55,10863.98,1599.26
733,2017-10-31,83.18000030517578,11398.85,307.56,12075.75,577.0,2174.23,1996.05,10163.98,12174.37,306.66,10888.6,1601.79
734,2017-11-01,83.18000030517578,11439.44,307.58,12066.51,577.95,2165.5,1991.42,10212.16,12139.56,307.76,10863.65,1602.61
735,2017-11-02,84.05000305175781,11466.8,307.59,12066.97,576.88,2176.05,1984.79,10243.07,12134.94,307.17,10892.7,1594.17
736,2017-11-03,84.13999938964844,11454.4,308.86,12083.07,578.6,2184.37,1985.59,10238.75,12198.98,306.7,10886.47,1598.45
737,2017-11-06,84.47000122070312,11478.44,308.53,12106.83,580.68,2191.35,1990.7,10368.06,12245.86,306.54,10900.19,1623.29
738,2017-11-07,84.2699966430664,11423.5,308.48,12138.58,578.93,2181.3,1975.47,10229.43,12218.14,306.49,10998.19,1610.31
739,2017-11-08,84.55999755859375,11422.69,309.56,12175.98,579.86,2188.5,1979.13,10200.77,12255.91,306.63,11060.28,1614.01
740,2017-11-09,84.08999633789062,11396.41,308.83,12159.12,577.62,2170.4,1970.77,10157.49,12156.62,305.2,11051.16,1618.57
741,2017-11-10,83.87000274658203,11399.39,309.02,12165.81,576.57,2176.91,1972.71,10139.46,12198.12,305.17,11067.2,1621.01
742,2017-11-13,83.93000030517578,11425.84,308.63,12206.41,577.53,2184.97,1974.76,10144.82,12239.16,305.13,11130.93,1616.54
743,2017-11-14,84.05000305175781,11409.6,308.15,12223.48,576.14,2186.0,1969.18,10087.25,12236.09,304.35,11172.64,1606.43
744,2017-11-15,82.9800033569336,11393.59,306.19,12146.55,572.77,2178.43,1960.52,10053.1,12147.01,302.94,11081.51,1597.44
745,2017-11-16,83.19999694824219,11472.26,309.76,12248.79,577.02,2201.78,1985.5,10103.01,12311.16,305.9,11167.78,1615.09
746,2017-11-17,82.4000015258789,11510.21,309.03,12248.03,576.43,2207.47,1991.11,10172.2,12284.22,305.66,11133.14,1630.2
747,2017-11-20,82.52999877929688,11520.9,309.8,12251.17,577.38,2219.48,1996.29,10204.3,12320.15,306.12,11116.14,1626.82
748,2017-11-21,83.72000122070312,11552.64,311.47,12293.96,580.55,2237.25,2009.14,10213.87,12415.93,307.47,11138.92,1625.26
749,2017-11-22,83.11000061035156,11536.47,311.12,12289.12,580.8,2231.06,2009.75,10226.67,12375.46,307.04,11139.44,1633.12
750,2017-11-24,83.26000213623047,11536.81,311.69,12304.33,582.41,2236.26,2012.1,10208.15,12410.57,306.84,11157.54,1630.9
751,2017-11-27,83.87000274658203,11529.07,311.5,12302.59,582.66,2226.07,2007.85,10161.13,12376.49,306.37,11165.6,1621.72
752,2017-11-28,84.87999725341797,11721.38,314.72,12407.96,588.44,2253.31,2031.71,10357.49,12477.91,310.46,11208.95,1642.18
753,2017-11-29,83.33999633789062,11864.91,315.25,12460.95,586.1,2241.1,2045.54,10491.1,12356.24,313.06,11248.0,1654.81
754,2017-11-30,84.16999816894531,11937.75,317.67,12547.95,591.66,2256.73,2054.26,10565.45,12461.77,315.71,11303.79,1666.24
755,2017-12-01,84.26000213623047,11914.65,316.98,12516.04,591.03,2249.54,2051.1,10604.68,12368.29,315.65,11290.7,1663.06
756,2017-12-04,81.08000183105469,11988.83,317.34,12525.12,588.73,2218.9,2053.14,10691.47,12251.34,317.96,11266.52,1670.22
757,2017-12-05,81.58999633789062,11898.97,315.81,12443.42,586.75,2214.07,2034.46,10604.28,12217.83,315.85,11186.6,1652.1
758,2017-12-06,82.77999877929688,11867.06,315.19,12438.47,586.26,2211.8,2024.21,10529.39,12240.99,314.9,11198.92,1637.82
759,2017-12-07,82.48999786376953,11917.51,316.31,12476.24,588.66,2236.09,2034.59,10617.77,12347.47,315.4,11215.29,1651.07
760,2017-12-08,84.16000366210938,12013.05,317.7,12549.37,592.15,2248.23,2043.33,10717.7,12400.77,318.16,11261.78,1671.86
761,2017-12-11,85.2300033569336,12024.42,318.98,12565.61,593.95,2248.28,2043.22,10706.67,12388.09,319.26,11276.02,1678.45
762,2017-12-12,85.58000183105469,12039.55,319.32,12547.41,595.77,2236.98,2041.47,10754.75,12354.01,319.65,11244.44,1678.97
763,2017-12-13,85.3499984741211,11987.08,319.38,12551.11,595.96,2236.72,2049.46,10687.51,12338.68,318.55,11263.96,1684.27
764,2017-12-14,84.69000244140625,11888.66,318.26,12490.98,592.93,2221.21,2033.94,10602.9,12287.86,316.98,11229.54,1670.89
765,2017-12-15,86.8499984741211,12000.78,320.86,12601.58,597.86,2244.41,2057.84,10703.1,12413.35,319.9,11313.96,1686.08
766,2017-12-18,86.37999725341797,12120.93,322.26,12660.75,600.96,2264.14,2081.42,10843.28,12499.61,322.08,11325.2,1712.79
767,2017-12-19,85.83000183105469,12069.28,320.78,12588.87,598.3,2255.75,2070.62,10841.21,12454.84,321.29,11196.77,1709.68
768,2017-12-20,85.5199966430664,12101.33,320.47,12560.2,596.14,2260.73,2070.68,10908.0,12447.62,321.74,11129.45,1718.18
769,2017-12-21,85.5,12183.2,320.54,12552.22,598.36,2259.71,2079.02,11034.54,12403.09,322.15,11071.47,1736.72
770,2017-12-22,85.51000213623047,12191.4,320.36,12572.1,598.57,2262.01,2078.27,11036.45,12396.6,322.29,11116.93,1738.3
771,2017-12-26,85.4000015258789,12235.13,320.2,12586.62,598.24,2257.73,2081.52,11068.59,12369.36,322.2,11120.43,1753.28
772,2017-12-27,85.70999908447266,12190.09,320.28,12599.12,598.69,2264.0,2081.75,11036.31,12404.57,321.96,11151.79,1745.47
773,2017-12-28,85.72000122070312,12218.78,321.13,12632.43,601.3,2272.63,2088.87,11077.97,12441.26,322.53,11186.1,1748.13
774,2017-12-29,85.54000091552734,12147.36,319.51,12579.25,598.21,2257.76,2078.01,11003.34,12349.2,320.99,11158.74,1734.59
775,2018-01-02,85.94999694824219,12289.07,321.71,12644.19,603.38,2275.5,2093.89,11132.88,12479.54,323.83,11153.43,1774.73
776,2018-01-03,86.3499984741211,12322.66,323.71,12694.39,605.58,2294.91,2094.61,11205.44,12654.08,325.14,11161.93,1784.29
777,2018-01-04,87.11000061035156,12382.76,325.38,12688.84,607.14,2300.06,2097.42,11307.25,12676.91,326.82,11081.82,1788.5
778,2018-01-05,88.19000244140625,12415.82,327.47,12751.35,610.73,2316.81,2104.72,11339.15,12810.82,328.42,11111.85,1793.85
779,2018-01-08,88.27999877929688,12442.24,327.66,12794.75,612.54,2328.97,2111.78,11372.24,12889.74,328.5,11170.16,1799.87
780,2018-01-09,88.22000122070312,12456.11,328.57,12766.56,612.49,2334.06,2103.42,11405.06,12920.09,329.22,11091.9,1789.74
781,2018-01-10,87.81999969482422,12523.31,328.04,12706.4,610.81,2322.71,2093.55,11462.96,12848.3,329.47,10999.97,1791.63
782,2018-01-11,88.08000183105469,12731.35,330.19,12780.55,615.61,2348.23,2121.74,11653.96,12940.28,332.54,10988.78,1825.85
783,2018-01-12,89.5999984741211,12873.98,332.83,12829.77,620.19,2358.48,2128.52,11770.28,13037.92,335.1,10967.83,1846.51
784,2018-01-16,88.3499984741211,12750.12,331.94,12771.24,618.77,2339.68,2106.65,11642.14,12992.44,333.54,10952.15,1819.81
785,2018-01-17,90.13999938964844,12820.28,335.95,12880.4,621.44,2373.39,2122.08,11731.49,13187.84,336.55,11043.2,1831.18
786,2018-01-18,90.0999984741211,12782.67,334.91,12839.7,620.91,2368.81,2107.75,11699.48,13199.16,335.78,10981.31,1829.64
787,2018-01-19,90.0,12873.1,336.23,12918.59,625.79,2389.64,2128.7,11791.79,13273.11,336.66,11032.41,1844.21
788,2018-01-22,91.61000061035156,13000.17,338.06,13001.52,630.18,2410.02,2141.89,11917.31,13364.37,339.17,11098.63,1865.14
789,2018-01-23,91.9000015258789,13017.54,338.87,13062.75,633.93,2419.38,2149.44,11941.27,13454.82,340.04,11200.49,1877.6
790,2018-01-24,91.81999969482422,12996.72,337.35,13044.25,635.43,2413.35,2146.82,11968.7,13424.63,339.76,11157.01,1875.5
791,2018-01-25,92.33000183105467,12911.42,337.1,13067.92,634.17,2413.74,2146.63,11883.93,13425.77,339.07,11224.39,1866.41
792,2018-01-26,94.05999755859376,13047.84,340.62,13167.8,642.42,2435.75,2154.16,12012.42,13601.42,344.06,11262.32,1883.69
793,2018-01-29,93.91999816894533,12967.92,338.18,13069.32,639.05,2405.06,2137.48,11936.73,13474.57,343.06,11170.53,1868.19
794,2018-01-30,92.73999786376952,12756.97,333.94,12955.94,633.86,2377.0,2117.6,11721.64,13339.53,337.37,11124.88,1835.87
795,2018-01-31,95.01000213623048,12713.87,333.8,12989.45,633.67,2378.42,2113.43,11708.76,13378.59,336.62,11242.49,1828.61
796,2018-02-01,94.26000213623048,12714.4,334.38,12916.25,630.93,2381.87,2110.33,11770.5,13367.19,337.0,11104.86,1822.36
797,2018-02-02,91.77999877929688,12427.92,327.26,12688.78,622.0,2330.02,2064.28,11445.23,13095.74,329.2,10949.13,1772.98
798,2018-02-05,88.0,11908.37,314.51,12256.95,599.05,2241.12,1990.38,10954.3,12575.34,315.76,10647.15,1702.87
799,2018-02-06,91.33000183105467,12111.62,319.22,12370.36,610.36,2277.65,2010.1,11179.82,12816.2,321.94,10652.31,1740.92
800,2018-02-07,89.61000061035156,12116.59,318.16,12334.66,608.05,2271.63,2001.13,11121.33,12719.47,321.6,10594.14,1735.79
801,2018-02-08,85.01000213623047,11708.37,307.18,11952.39,586.35,2177.07,1945.44,10635.46,12193.51,309.9,10345.95,1674.92
802,2018-02-09,88.18000030517578,11811.47,311.98,12131.02,593.65,2207.68,1964.76,10736.58,12400.96,313.75,10540.16,1686.69
803,2018-02-12,89.12999725341797,11927.9,315.54,12261.46,604.19,2243.1,1978.96,10910.46,12605.21,317.81,10612.4,1708.22
804,2018-02-13,89.83000183105469,11950.01,316.56,12303.98,605.82,2254.16,1981.7,10923.71,12643.55,318.5,10679.02,1715.14
805,2018-02-14,90.80999755859376,12191.66,320.86,12419.8,613.43,2301.2,2011.68,11221.84,12871.54,323.3,10677.03,1758.07
806,2018-02-15,92.66000366210938,12304.69,324.93,12583.68,620.01,2321.62,2029.47,11259.54,13059.59,326.4,10871.29,1775.07
807,2018-02-16,92.0,12315.48,325.65,12606.78,619.2,2319.04,2035.03,11247.51,13073.32,326.8,10915.3,1766.93
808,2018-02-20,92.72000122070312,12202.8,323.23,12498.67,616.53,2311.45,2018.94,11243.85,13092.14,324.27,10785.22,1761.36
809,2018-02-21,91.48999786376952,12141.3,321.1,12396.24,615.03,2303.79,2013.1,11202.64,13031.97,322.21,10632.02,1746.14
810,2018-02-22,91.7300033569336,12163.1,321.49,12412.74,615.49,2298.16,2013.47,11188.08,13024.94,322.21,10675.75,1753.62
811,2018-02-23,94.05999755859376,12348.73,326.4,12613.98,625.77,2327.97,2040.29,11385.41,13244.08,327.41,10876.86,1788.52
812,2018-02-26,95.41999816894533,12432.41,330.37,12694.78,631.15,2345.0,2050.08,11462.68,13369.8,331.22,10911.68,1797.96
813,2018-02-27,94.1999969482422,12284.0,325.8,12511.14,621.97,2316.13,2018.78,11317.98,13236.16,327.44,10719.74,1766.26
814,2018-02-28,93.7699966430664,12134.57,322.05,12405.17,615.92,2294.01,1993.42,11156.8,13140.04,323.6,10665.73,1746.98
815,2018-03-01,92.8499984741211,12034.77,318.32,12290.96,609.26,2268.5,1986.83,11044.46,12956.26,319.66,10618.96,1737.96
816,2018-03-02,93.0500030517578,12132.99,320.25,12357.14,612.07,2293.48,2011.98,11133.37,13098.41,321.44,10647.46,1760.88
817,2018-03-05,93.63999938964844,12330.1,323.38,12512.9,620.39,2319.67,2034.27,11304.02,13245.98,325.39,10806.75,1788.45
818,2018-03-06,93.31999969482422,12400.09,324.27,12540.62,623.64,2340.28,2056.76,11392.17,13345.76,326.61,10782.94,1797.72
819,2018-03-07,93.86000061035156,12343.33,323.42,12530.44,623.9,2349.73,2062.95,11366.79,13394.27,325.77,10774.69,1793.44
820,2018-03-08,94.43000030517578,12338.59,324.41,12583.62,627.36,2359.76,2059.7,11376.22,13447.75,326.45,10832.82,1792.3
821,2018-03-09,96.54000091552734,12531.94,329.84,12744.23,638.74,2406.06,2089.88,11615.34,13727.0,331.58,10900.09,1818.01
822,2018-03-12,96.7699966430664,12510.73,329.47,12742.8,638.53,2398.75,2091.78,11571.19,13730.07,331.45,10941.39,1822.31
823,2018-03-13,94.41000366210938,12469.57,327.34,12713.51,635.32,2384.38,2080.45,11477.45,13642.08,329.93,10947.39,1811.38
824,2018-03-14,93.8499984741211,12291.76,325.26,12662.12,632.49,2375.13,2067.5,11361.53,13609.94,327.6,10945.85,1791.92
825,2018-03-15,94.18000030517578,12241.67,325.48,12635.39,632.22,2367.7,2053.75,11305.72,13587.28,327.09,10921.1,1780.08
826,2018-03-16,94.5999984741211,12306.82,326.75,12692.38,631.38,2375.76,2066.76,11396.93,13601.1,327.95,10988.29,1791.92
827,2018-03-19,92.88999938964844,12154.3,322.58,12556.11,622.61,2352.17,2046.36,11276.86,13417.59,323.94,10885.08,1763.21
828,2018-03-20,93.12999725341795,12121.91,323.55,12548.39,624.05,2369.29,2043.42,11309.91,13503.51,322.88,10850.01,1763.42
829,2018-03-21,92.4800033569336,12160.74,322.98,12511.5,622.92,2373.27,2050.97,11424.31,13469.81,322.58,10767.47,1777.1
830,2018-03-22,89.79000091552734,11856.7,315.29,12299.72,607.0,2309.01,2005.96,11039.15,13105.73,314.46,10703.38,1733.38
831,2018-03-23,87.18000030517578,11611.11,308.46,12096.75,594.72,2261.99,1967.07,10745.57,12793.18,307.06,10558.02,1703.63
832,2018-03-26,93.77999877929688,11886.71,316.58,12335.96,608.05,2327.52,2005.98,11062.41,13186.04,315.13,10706.49,1743.31
833,2018-03-27,89.47000122070312,11741.63,312.04,12242.92,598.44,2277.51,1981.4,10839.04,12854.29,310.96,10728.58,1707.8
834,2018-03-28,89.38999938964844,11780.66,311.97,12267.05,595.93,2258.44,1991.9,10777.1,12720.24,310.66,10815.89,1699.43
835,2018-03-29,91.2699966430664,11906.0,315.61,12391.93,601.94,2293.72,2015.19,10980.69,12947.59,314.42,10875.74,1729.32
836,2018-04-02,88.5199966430664,11651.26,308.88,12152.1,587.5,2237.88,1968.84,10701.67,12616.87,307.34,10718.28,1680.58
837,2018-04-03,89.70999908447266,11813.79,312.67,12279.24,594.84,2263.96,1996.39,10865.5,12754.64,310.72,10796.57,1705.51
838,2018-04-04,92.33000183105467,11980.55,316.58,12419.47,601.42,2289.09,2016.17,10983.7,12922.86,314.74,10908.48,1732.74
839,2018-04-05,92.37999725341795,12094.09,318.06,12485.82,606.46,2308.18,2033.78,11106.57,12976.5,316.6,10948.69,1749.49
840,2018-04-06,90.2300033569336,11840.27,311.11,12262.75,593.16,2255.3,1999.62,10804.65,12642.93,310.28,10832.62,1703.41
841,2018-04-09,90.7699966430664,11857.38,312.1,12275.91,595.34,2265.21,1993.84,10833.52,12714.31,310.91,10827.48,1702.99
842,2018-04-10,92.87999725341795,12033.49,316.98,12391.38,603.06,2306.39,2020.88,11101.05,12952.72,316.23,10833.33,1742.45
843,2018-04-11,91.86000061035156,11992.94,315.18,12352.06,600.87,2299.13,2022.27,11049.46,12893.39,314.43,10822.93,1737.49
